"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"278",0.48462,50.8175,TRUE,TRUE,TRUE,TRUE
"279",0.93258,51.16693,TRUE,TRUE,TRUE,TRUE
"280",-6.43274,53.0853,TRUE,TRUE,TRUE,TRUE
"281",-1.45187,55.06817,TRUE,TRUE,TRUE,TRUE
"282",11.75,51.45003,TRUE,FALSE,FALSE,TRUE
"283",5.63835,51.34145,TRUE,TRUE,TRUE,TRUE
"284",3.4144,51.32501,TRUE,FALSE,TRUE,TRUE
"285",6.16049,52.50766,TRUE,TRUE,FALSE,TRUE
"286",5.70604,50.75701,TRUE,TRUE,TRUE,TRUE
"287",4.41566,51.47251,TRUE,TRUE,TRUE,TRUE
"288",5.86495,52.41935,TRUE,TRUE,FALSE,TRUE
"289",6.22899,52.23756,TRUE,TRUE,TRUE,TRUE
"290",5.42464,53.22909,TRUE,TRUE,TRUE,TRUE
"291",6.97685,52.6793,TRUE,FALSE,TRUE,TRUE
"292",16.9,48,TRUE,TRUE,TRUE,TRUE
"293",-99.33472,31.135,TRUE,TRUE,TRUE,TRUE
"294",-90.35722,38.5925,FALSE,TRUE,TRUE,TRUE
"295",6.78072,58.06248,TRUE,TRUE,TRUE,TRUE
"296",10.40413,59.1061,TRUE,TRUE,TRUE,TRUE
"297",11.00919,59.03247,FALSE,TRUE,TRUE,TRUE
"298",-8.39701,53.1716,TRUE,FALSE,TRUE,TRUE
"299",-6.13736,56.43819,TRUE,TRUE,TRUE,TRUE
"300",-2.21728,51.74305,TRUE,TRUE,TRUE,TRUE
"301",6.83644,52.90579,TRUE,TRUE,TRUE,TRUE
"302",5.27892,51.61133,TRUE,TRUE,TRUE,TRUE
"303",6.22985,52.28249,FALSE,FALSE,FALSE,TRUE
"304",4.90456,52.86868,TRUE,TRUE,TRUE,TRUE
"305",7.03728,52.31892,TRUE,TRUE,FALSE,TRUE
"306",5.22269,60.40974,TRUE,TRUE,TRUE,TRUE
"307",13.0661,55.3738,TRUE,TRUE,FALSE,TRUE
"308",11.58333,50.35003,FALSE,TRUE,TRUE,TRUE
"309",13.41667,54.05003,TRUE,TRUE,TRUE,TRUE
"310",10.58333,51.75003,TRUE,TRUE,TRUE,TRUE
"311",9.75,49.05003,TRUE,TRUE,TRUE,TRUE
"312",6.38854,52.82052,TRUE,FALSE,TRUE,TRUE
"313",4.40694,51.87695,TRUE,TRUE,TRUE,TRUE
"314",5.42366,52.06079,FALSE,TRUE,TRUE,TRUE
"315",4.68326,52.77772,TRUE,TRUE,TRUE,TRUE
"316",5.56624,51.2517,FALSE,TRUE,TRUE,TRUE
"317",-115.22,28.15,TRUE,TRUE,TRUE,TRUE
"318",0.12069,52.17377,FALSE,FALSE,TRUE,TRUE
"319",1.47705,52.68129,TRUE,TRUE,TRUE,TRUE
"320",-6.27274,53.35271,TRUE,FALSE,TRUE,TRUE
"321",-6.27636,53.26289,TRUE,TRUE,TRUE,TRUE
"322",-1.64488,50.84342,TRUE,TRUE,TRUE,TRUE
"323",9.75,51.75003,TRUE,TRUE,TRUE,TRUE
